"Card_Number","Card_Name","Category","Item_Name","Pull_Qty","Open_Qty","PRN_Qty","Unit","Lawson_Number","Bin_Location","Notes"
"M-81955","CYSTECTOMY W/WO ILEO-CONDUIT - FIGLER, B","Instrument / Tray","HBR GEN Major","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-81955","CYSTECTOMY W/WO ILEO-CONDUIT - FIGLER, B","Instrument / Tray","HBR URO Urology Long Extras","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-67813","CYSTO DILATION - FIGLER, B","Supply / Disposable",", 00085412001067Set Irrigation Cysto W/Rollerc 12/Ca2C4041","1","1","0","EA","","HBROR - A3C3-25052012","Required"
"M-67813","CYSTO DILATION - FIGLER, B","Supply / Disposable",", 00707387775162Blanket Upper Body R-00137442234","0","0","0","EA","","HBROR032867Glove Dpc Latex Free Biogel GLVDPC1EA000HBROR032869Glove Dpc Duraprene Plus PfGLVDPC3EA000HBROR032870Glove Dpc Pi ProtexisGLVDPC4EA000HBROR032871Glove Dpc Ortho ProtexisGLVDPC5EA000HBROR032872Glove Dpc Blue ProtexisGLVDPC6EA000HBROR032873Glove Dpc Micro ProtexisGLVDPC7EA110HBROR052795SLEEVE SCD KNEE LENGTH MED 21IN BLENDED EXPRESS KENDA9529BPR110HBROR224118","PRN / Inactive"
"M-67813","CYSTO DILATION - FIGLER, B","Drug / Medication","OR injection builder (0 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-67813","CYSTO DILATION - FIGLER, B","Drug / Medication","sterile water for irrigation (3,000 mL)","2","1","1","EA","","Pharmacy","Open"
"M-67813","CYSTO DILATION - FIGLER, B","Capital Equipment","C Arm","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-67813","CYSTO DILATION - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-67813","CYSTO DILATION - FIGLER, B","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-67813","CYSTO DILATION - FIGLER, B","Capital Equipment","Sequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-67813","CYSTO DILATION - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-67813","CYSTO DILATION - FIGLER, B","Capital Equipment","Table Maquet AlphaMaxx","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-67813","CYSTO DILATION - FIGLER, B","Capital Equipment","Video Tower","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-67813","CYSTO DILATION - FIGLER, B","Capital Equipment","OLYMPUS HDWarmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-67813","CYSTO DILATION - FIGLER, B","Instrument / Tray","HBR GEN Stryker 1788 AIM Camera Head","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-67813","CYSTO DILATION - FIGLER, B","Instrument / Tray","HBR URO Olympus HD Flexible Cystoscope","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10705031061620Sut Pds Ii 0 Ct-1 Ndl Cr 8-18i N Z740d 12pk/BxZ740D","2","2","0","EA","","HBROR - A4C4-40017432","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10705031040595Sut Vicryl 4-0 Ps-2 Ndl 18in U Ndyed J496h 36pk/Bx O-J496H","2","2","0","EA","","HBROR - A4C6-15128733","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10705031037458Sut Chromic 2-0 Sh Ndl 27in G1 23h 36pk/BxG123HEANote: STAY SUT220HBROR - A4C6-39000572, 10705031037441SUT CHROMIC 3-0 SH NDL 27IN G122H 36PK/BXG122HEANote: BULBAR220HBROR - A5C1-12017423, 10705031023390Sut Silk 2-0 Sh Ndl Cr 8-18inc 012d 12pk/BxC012DEANote: LITHOTOMY101HBROR - A5C2-22051924, 10884521104372Stapler Skin Appose 35 Wide 12/Bx 48/Ca D-027582-10108886803712","4","4","0","EA","","HBROR - A4C6-38017370","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 24026704696363HEMOCLIP LIGATING TITAN MED HORIZON 6/PK 30PK/","1","1","0","BX","","HBROR - A5C2-28000319","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable","200","0","0","2","EA","","","PRN / Inactive"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 24026704696387HEMOCLIP LIGATING TITANIUM LG HORIZON 6/PK 20PK/BX 004200","1","1","0","EA","","HBROR - A5C2-30000320","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10884521700956Sponge Lap Rfd 18x18 Str 5/Pk 40pk/Ca S-INST-0631-118L1818-04P01C-1","3","3","0","PK","","HBROR - A6C1-11050697","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 00707387804688STRIP STERI SKIN CLOSURE 0.5X4IN REINFORCED ST 50/BX R1547","1","1","0","EA","","HBROR - A6C2-29002374","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 20192253048596SPONGE GAUZE 4X4IN 12-PLY LF ST CURITY 10/","2","2","0","PK","","HBROR - A6C2-42002329","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable","110","3","9","7","EA","","","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10884521004726Tube Salem Sump W/Arv 18fr 50/Ca D-113379 N-055031 8888266148","1","0","1","EA","","HBROR001878","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable","/5 Towels6701D","1","1","0","EA","","HBROR004683Pack Lp Gown 67013d Lg 1xlg W","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10705031051416Sut Vicryl Plus 2-0 Violet Tie 12-18in Vcp105gVCP105G","1","0","1","EA","","HBROR025049","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10705031051485Sut Vicryl Plus 3-0 Undyed Tie 12-18in Vcp110g O-0173VCP110G","1","0","1","EA","","HBROR025051","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10705031Sut Vicryl Plus 0 Violet Ct-1 Ndl 8-27in Vcpp31d O-01VCPP31D","2","0","2","EA","","HBROR025087","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable","HBROR025178, 10884521709874COVER WAND RF DETECTABLE ST01-0020","0","5","6","EA","817101","","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable","/Pk127503","2","2","0","EA","","HBROR032402Towel Drape 5","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable","/CA S-317945/444131 2F7114","0","0","0","EA","","HBROR032867Glove Dpc Latex Free Biogel GLVDPC1EA000HBROR032869Glove Dpc Duraprene Plus PfGLVDPC3EA000HBROR032870Glove Dpc Pi ProtexisGLVDPC4EA000HBROR032871Glove Dpc Ortho ProtexisGLVDPC5EA000HBROR032872Glove Dpc Blue ProtexisGLVDPC6EA000HBROR032873Glove Dpc Micro ProtexisGLVDPC7EA110HBROR051941SOLN IRRIG H2O ST 1000ML BTL 12","PRN / Inactive"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 00801741090769Drain Flat Silicone 10mm 10/Ca O-001604-2243760070440","1","0","1","EA","","HBROR052692","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 20080196692955Sponge Super Prep 6x6.75 O-002328NON25854","1","1","0","EA","","HBROR052795SLEEVE SCD KNEE LENGTH MED 21IN BLENDED EXPRESS KENDA9529BPR110HBROR053921Chloraprep 26ml Orng St O-050864930815EA110HBROR054986","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10195327013547Pack Universal O-002197DYNJ80178","1","1","0","EA","","HBROR239049","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10195327013462PACK PROCEDURE MAJOR CUSTOM STERILEDYNJ80175","1","1","0","EA","","HBROR239065","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 00854137001696Adhesive Exofin Mastic 48ea/CaEM80148","2","2","0","EA","","HBROR389659","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10884389464915Drape Instrument 16x20 Magneti C St O-002346DYNJMDL1","1","1","0","EA","","HBROR394974","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10080196035434Instr Yankauer Bulb Tip W/O Ve Nt Flex St O-001772 DYND52130","1","1","0","EA","","HBROR395027","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Supply / Disposable",", 10607151056381NEEDLE ENT/IMA STANDARD STERILE 25/BXES38","1","1","0","EA","","HBROR449442","Required"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Drug / Medication","OR injection builder (0 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Drug / Medication","bupivacaine 0.25%-EPINEPHrine 1:200,000 (MARCAINE-PF w/EPI) injection (30 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Capital Equipment","C Arm","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Capital Equipment","Scale Small Plastics","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Capital Equipment","Sequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Instrument / Tray","HBR GYN Weighted Speculums","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Instrument / Tray","HBR URO Bougie a Boule Urethral Dilators","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Instrument / Tray","HBR URO Olympus Cystoscopy","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Instrument / Tray","HBR URO Urology Minor","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Instrument / Tray","MOR GEN Storz Camera Head HD","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Instrument / Tray","NCSH URO Borawski Specials","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-78820","CYSTOLITHOTOMY/CYSTORRHAPHY - FIGLER, B","Instrument / Tray","NCSH URO Jordan Bookler Retractor","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable",", 10884524000053Pencil Cautery Electrosurg W/Holster 50/CaE2516H","1","1","0","EA","","HBROR - A3C1-6050934","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable",", 10884521007994SYRINGE BULB IRRIGATION 1.5OZ D-100156,344730 N-3973067000","1","0","1","EA","","HBROR - A3C3-10000612","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable",", 10885380072437Tubing Suction Noncond 20ft St Maxi-Grip 20/CaCFN620A","1","1","0","EA","","HBROR - A3C3-4001943","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable",", 07332551292706GLOVE SURG UNDER SZ 7.5 BLUE LF PF ST BIOGEL PI INDIC41675","1","1","0","EA","","HBROR - A4C2-12027325","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable",", 10885380031953GLOVE SURG SZ 7.5 SYNTHETIC CREAM LF PF ST PROTEXIS P2D72PT75X","1","1","0","EA","","HBROR - A4C3-5051092","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable","/3 Towels127338A","1","1","0","EA","","HBROR448590PACK MINOR UROLOGYDYNJT7137EA110HBROR032790Pack 4 Gown W","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable",", 10884521700949Sponge Lap Rfd 12x12 Str 5/Pk 40pk/Ca D-002321L1212-04P01C-1","1","0","1","PK","","HBROR050696","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable","/CA S-317945/444131 2F7114","1","1","0","EA","","HBROR051941SOLN IRRIG H2O ST 1000ML BTL 12","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable",".9% 1000ml Btl 12/Ca2F7124","1","1","0","EA","","HBROR051948Soln Irrig Ns 0","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable",", 00842351190005System Wound Irrigation 450ml Debridement Irrisept ISEPT-450-USA","0","0","0","EA","","HBROR135718","PRN / Inactive"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable",", 10195327013547Pack Universal O-002197DYNJ80178","1","0","1","EA","","HBROR239049","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable",", 10888277107465Tip Suction Yankau Std On OffOR164","1","1","0","EA","","HBROR266357","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable",", 10885380142994Drape Lithotomy 35x44x102in Lf St Disp29455","1","0","1","EA","","HBROR357149","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Supply / Disposable",", 10080196845095DRESSING GAUZE ROLL 3.4INX3.6YD 6 PLY COTTON LF ST BUNON25861","2","0","2","EA","","HBROR422025","Required"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Capital Equipment","Table OR Skytron","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-90614","DEBRIDEMENT, OPEN WOUND, INC TOPICAL APPLICATION, WOUND ASSESSMENT","Instrument / Tray","HBR URO Urology Minor","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 10884524000077Pad Ground Electrode Adl 30lb D-319853-026613 R-01420E7507","1","1","0","EA","","HBROR - A3C1-41100642","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 10884524000053Pencil Cautery Electrosurg W/Holster 50/CaE2516H","1","1","0","EA","","HBROR - A3C1-6050934","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable","/8in X 10ft901015-000","1","0","1","EA","","HBROR - A3C3-3010437Tubing Surgimedic Smoke Evacua Tion 7","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 10885380027406GLOVE SURG SZ 7.5 BLUE W/NEU-THERA LF PF ST PROTEXIS 2D73EB75","2","2","0","EA","","HBROR - A4C3-20051133","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 10705031002173SUT ETHILON 2-0 PSLX 30IN 36PK/BX D-3400681697H","0","0","0","EA","","HBROR - A4C4-30000638","PRN / Inactive"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 10705031038752SUT VICRYL 2-0 SH NDL 27IN 36/BX O-050708J317H","0","0","0","EA","","HBROR - A4C5-33000783","PRN / Inactive"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 10705031040595Sut Vicryl 4-0 Ps-2 Ndl 18in U Ndyed J496h 36pk/Bx O-J496H","0","0","0","EA","","HBROR - A4C6-15128733","PRN / Inactive"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 10705031037441SUT CHROMIC 3-0 SH NDL 27IN G122H 36PK/BXG122HEANote: BULBAR000HBROR - A4C6-42017379, 10705031051133Sut Chromic 4-0 Rb-1ndl 27in U 203h 36pk/BxU203H","0","0","0","EA","","HBROR - A4C6-39000572","PRN / Inactive"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 10705031023390Sut Silk 2-0 Sh Ndl Cr 8-18inc 012d 12pk/BxC012D","0","0","0","EA","","HBROR - A5C1-12017423","PRN / Inactive"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 10705031023024Sut Silk 2-0 12-18in Ties A185 H 36pk/BxA185H","0","0","0","EA","","HBROR - A5C1-13002765","PRN / Inactive"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 24026704696363HEMOCLIP LIGATING TITAN MED HORIZON 6/PK 30PK/","1","0","1","BX","","HBROR - A5C2-28000319","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable","200","0","0","2","EA","","","PRN / Inactive"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 24026704696387HEMOCLIP LIGATING TITANIUM LG HORIZON 6/PK 20PK/BX 004200","1","0","1","EA","","HBROR - A5C2-30000320","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 00382903051274NDL HYPO 25GX1.5 NON-SAFETY D-376057305127","1","1","0","EA","","HBROR - A5C3-14000532","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 04064035Dsg Tegaderm Hp Frame 10x12cm 50pk/Bx 4bx/Ca D-3143669536HP","1","1","0","EA","","HBROR - A6C2-14002166","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable","HBROR - A6C2-23052287, 10080196740147Dsg Pad 3x4in Non-Adherent 100/BxNON25710","1","7","0","EA","004110","","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 00707387804688STRIP STERI SKIN CLOSURE 0.5X4IN REINFORCED ST 50/BX R1547","1","1","0","EA","","HBROR - A6C2-29002374","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable","% Povidone Iodine 4oz O-051023 D-385696 NMDS093944","1","1","0","EA","","HBROR149721Vesseloop Maxi White O-000514DYNJVL03EA110HBROR344663Soln Prep 10","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable","/ WIDE WAIST BAND ADULT 202460","2","2","0","EA","","HBROR382985Blade Surgical 10 O-00022303740EA110HBROR395160Loop Vessel Mini Red St O-000513DYNJVL12EA110HBROR448590PACK MINOR UROLOGYDYNJT7137EA101002377SUPPORTER ATHLETIC SM 26-32 W","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 10884521709874COVER WAND RF DETECTABLE ST01-0020","1","0","1","EA","","HBROR025178","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable","/Pk127503","1","1","0","EA","","HBROR032402Towel Drape 5","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable","/3 Towels127338A","1","1","0","EA","","HBROR032790Pack 4 Gown W","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 10705031055568SUT COATED VICRYL PLUS 2-0 SH 27 BX/12 R-000688VCP785D","0","0","0","EA","","HBROR032867Glove Dpc Latex Free Biogel GLVDPC1EA000HBROR032869Glove Dpc Duraprene Plus PfGLVDPC3EA000HBROR032870Glove Dpc Pi ProtexisGLVDPC4EA000HBROR032871Glove Dpc Ortho ProtexisGLVDPC5EA000HBROR032872Glove Dpc Blue ProtexisGLVDPC6EA000HBROR032873Glove Dpc Micro ProtexisGLVDPC7EA000HBROR050709","PRN / Inactive"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable","/CA S-317945/444131 2F7114","1","1","0","EA","","HBROR051941SOLN IRRIG H2O ST 1000ML BTL 12","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable","/Ca O-0511979780B","1","1","0","EA","","HBROR052800Sleeve Scd Thigh Lg 15pr","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable","/2 X 12 St O-050673DYND50322","1","1","0","EA","","HBROR053921Chloraprep 26ml Orng St O-050864930815EA101054177SUPPORTER ATHLETIC MED S-449629SA1503-WH-MDEA101HBROR054973Drain Penrose Lf 1","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 20080196692955Sponge Super Prep 6x6.75 O-002328NON25854","1","1","0","EA","","HBROR054986","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", 10885380150081Cont Specimen Sterile 120ml O-000267C13901","2","2","0","EA","","HBROR055066","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable",", Drape Surg 121x102x78in Lap TDYNJP3003","1","1","0","EA","","HBROR218815","Required"
"M-77027","DESTRUCTION OF LESION PENIS - FIGLER, B","Supply / Disposable","3140110HBROR266357, 10888277107465Tip Suction Yankau Std On OffOR164","1","0","0","EA","8019672","","Required"
